id	project	name	bps	sequences	biome	feature	material	sequencing_type	sequencing_method	avg_seq_length
4473309.3	Human Microbiome Project (HMP)	SRR062331	2315497600	23154976	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473311.3	Human Microbiome Project (HMP)	SRR062333	1570483400	15704834	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473312.3	Human Microbiome Project (HMP)	SRR062334	2296832400	22968324	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473315.3	Human Microbiome Project (HMP)	SRR062339	930319000	9303190	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4479112.3	NAFLD_Henao	12303.164	905290	2661	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	340.207
4473317.3	Human Microbiome Project (HMP)	SRR062341	4514094000	45140940	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473318.3	Human Microbiome Project (HMP)	SRR062342	1603797800	16037978	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473320.3	Human Microbiome Project (HMP)	SRR062344	676729800	6767298	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473321.3	Human Microbiome Project (HMP)	SRR062345	401911100	4019111	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473323.3	Human Microbiome Project (HMP)	SRR062347	6206090300	62060903	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473324.3	Human Microbiome Project (HMP)	SRR062348	5578432800	55784328	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473326.3	Human Microbiome Project (HMP)	SRR062350	6476323500	64763235	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473327.3	Human Microbiome Project (HMP)	SRR062351	683170200	6831702	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4479111.3	NAFLD_Henao	12302.107	898504	2655	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	338.420
4473329.3	Human Microbiome Project (HMP)	SRR062353	44025300	440253	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473330.3	Human Microbiome Project (HMP)	SRR062354	3130844500	31308445	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473332.3	Human Microbiome Project (HMP)	SRR062356	4070584800	40705848	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473333.3	Human Microbiome Project (HMP)	SRR062357	43826600	438266	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473335.3	Human Microbiome Project (HMP)	SRR062359	51708900	517089	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473336.3	Human Microbiome Project (HMP)	SRR062360	4407240900	44072409	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473338.3	Human Microbiome Project (HMP)	SRR062362	2064390100	20643901	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473339.3	Human Microbiome Project (HMP)	SRR062363	2044838300	20448383	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4479110.3	NAFLD_Henao	12301.125	969865	2844	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	341.021
4473341.3	Human Microbiome Project (HMP)	SRR062365	707792400	7077924	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473342.3	Human Microbiome Project (HMP)	SRR062366	110578000	1105780	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473344.3	Human Microbiome Project (HMP)	SRR062368	98742400	987424	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473345.3	Human Microbiome Project (HMP)	SRR062369	35340800	353408	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473347.3	Human Microbiome Project (HMP)	SRR062371	500560400	5005604	terrestrial biome	human-associated habitat	saliva	WGS	unknown	100.000
4473348.3	Human Microbiome Project (HMP)	SRR062372	503557900	5035579	terrestrial biome	human-associated habitat	saliva	WGS	unknown	100.000
4473350.3	Human Microbiome Project (HMP)	SRR062374	4656577200	46565772	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473351.3	Human Microbiome Project (HMP)	SRR062375	4752441600	47524416	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4479109.3	NAFLD_Henao	12300.172	1058403	3272	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	323.473
4479108.3	NAFLD_Henao	12299.134	926306	2756	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	336.105
4473353.3	Human Microbiome Project (HMP)	SRR062377	2403038500	24030385	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473354.3	Human Microbiome Project (HMP)	SRR062378	2403188000	24031880	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473356.3	Human Microbiome Project (HMP)	SRR062380	5051371300	50513713	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473357.3	Human Microbiome Project (HMP)	SRR062381	902025700	9020257	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4479107.3	NAFLD_Henao	12298.142	768548	2198	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	349.658
4473359.3	Human Microbiome Project (HMP)	SRR062383	4645581200	46455812	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473360.3	Human Microbiome Project (HMP)	SRR062384	4087136500	40871365	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473362.3	Human Microbiome Project (HMP)	SRR062386	4765692300	47656923	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473363.3	Human Microbiome Project (HMP)	SRR062387	230353100	2303531	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473365.3	Human Microbiome Project (HMP)	SRR062389	156052000	1560520	terrestrial biome	human-associated habitat	saliva	WGS	unknown	100.000
4473366.3	Human Microbiome Project (HMP)	SRR062390	4445427400	44454274	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473368.3	Human Microbiome Project (HMP)	SRR062392	1765396600	17653966	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473369.3	Human Microbiome Project (HMP)	SRR062393	98577200	985772	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4479106.3	NAFLD_Henao	12297.52	450697	1315	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	342.735
4473371.3	Human Microbiome Project (HMP)	SRR062395	6215226300	62152263	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473372.3	Human Microbiome Project (HMP)	SRR062396	832979300	8329793	terrestrial biome	human-associated habitat	saliva	WGS	unknown	100.000
4473374.3	Human Microbiome Project (HMP)	SRR062398	6231453200	62314532	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473375.3	Human Microbiome Project (HMP)	SRR062399	675012200	6750122	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473377.3	Human Microbiome Project (HMP)	SRR062401	357237100	3572371	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473378.3	Human Microbiome Project (HMP)	SRR062402	835174100	8351741	terrestrial biome	human-associated habitat	saliva	WGS	unknown	100.000
4473380.3	Human Microbiome Project (HMP)	SRR062404	4764892800	47648928	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473381.3	Human Microbiome Project (HMP)	SRR062405	1201718400	12017184	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4479105.3	NAFLD_Henao	12296.75	646122	1957	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	330.159
4473383.3	Human Microbiome Project (HMP)	SRR062407	5574857300	55748573	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473384.3	Human Microbiome Project (HMP)	SRR062408	331157100	3311571	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473386.3	Human Microbiome Project (HMP)	SRR062410	1182270800	11822708	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473387.3	Human Microbiome Project (HMP)	SRR062411	1516157400	15161574	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473389.3	Human Microbiome Project (HMP)	SRR062413	156227800	1562278	terrestrial biome	human-associated habitat	saliva	WGS	unknown	100.000
4473390.3	Human Microbiome Project (HMP)	SRR062414	225219000	2252190	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473392.3	Human Microbiome Project (HMP)	SRR062416	1765123500	17651235	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473393.3	Human Microbiome Project (HMP)	SRR062417	6650150500	66501505	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4479104.3	NAFLD_Henao	12295.55	677183	2033	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	333.095
4473395.3	Human Microbiome Project (HMP)	SRR062419	4627743400	46277434	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473396.3	Human Microbiome Project (HMP)	SRR062420	2579388300	25793883	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473398.3	Human Microbiome Project (HMP)	SRR062422	358416100	3584161	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473399.3	Human Microbiome Project (HMP)	SRR062423	6198976700	61989767	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473401.3	Human Microbiome Project (HMP)	SRR062425	3304942600	33049426	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473402.3	Human Microbiome Project (HMP)	SRR062426	2950895600	29508956	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473403.3	Human Microbiome Project (HMP)	SRR062427	5692449700	56924497	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473405.3	Human Microbiome Project (HMP)	SRR062429	1326555100	13265551	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473406.3	Human Microbiome Project (HMP)	SRR062430	902645800	9026458	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4479103.3	NAFLD_Henao	12294.136	835389	2483	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	336.443
4473408.3	Human Microbiome Project (HMP)	SRR062432	3111881500	31118815	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473409.3	Human Microbiome Project (HMP)	SRR062433	4609821800	46098218	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473411.3	Human Microbiome Project (HMP)	SRR062435	524483100	5244831	terrestrial biome	human-associated habitat	saliva	WGS	unknown	100.000
4473412.3	Human Microbiome Project (HMP)	SRR062436	368383400	3683834	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473414.3	Human Microbiome Project (HMP)	SRR062438	775402200	7754022	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473415.3	Human Microbiome Project (HMP)	SRR062439	1296002100	12960021	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473417.3	Human Microbiome Project (HMP)	SRR062441	522989500	5229895	terrestrial biome	human-associated habitat	saliva	WGS	unknown	100.000
4473418.3	Human Microbiome Project (HMP)	SRR062442	2187759000	21877590	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4479102.3	NAFLD_Henao	12293.130	791968	2328	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	340.192
4473420.3	Human Microbiome Project (HMP)	SRR062444	756282600	7562826	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473421.3	Human Microbiome Project (HMP)	SRR062445	57830600	578306	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473423.3	Human Microbiome Project (HMP)	SRR062447	6017801900	60178019	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473424.3	Human Microbiome Project (HMP)	SRR062448	694917500	6949175	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473426.3	Human Microbiome Project (HMP)	SRR062450	3932411100	39324111	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473427.3	Human Microbiome Project (HMP)	SRR062451	57942700	579427	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473429.3	Human Microbiome Project (HMP)	SRR062453	694798300	6947983	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473430.3	Human Microbiome Project (HMP)	SRR062454	205745000	2057450	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4479101.3	NAFLD_Henao	12292.37	495698	1448	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	342.333
4473432.3	Human Microbiome Project (HMP)	SRR062456	5037366700	50373667	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473433.3	Human Microbiome Project (HMP)	SRR062457	4765313000	47653130	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473435.3	Human Microbiome Project (HMP)	SRR062459	442310400	4423104	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473436.3	Human Microbiome Project (HMP)	SRR062460	4596872400	45968724	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473438.3	Human Microbiome Project (HMP)	SRR062462	471665200	4716652	terrestrial biome	human-associated habitat	saliva	WGS	unknown	100.000
4473439.3	Human Microbiome Project (HMP)	SRR062463	1514455000	15144550	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473441.3	Human Microbiome Project (HMP)	SRR062465	2356553000	23565530	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473442.3	Human Microbiome Project (HMP)	SRR062466	5660056900	56600569	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4479100.3	NAFLD_Henao	12291.15	437582	1275	animal-associated habitat	mammalia-associated habitat	feces	Amplicon	pyrosequencing	343.202
4478944.3	Axel Heiberg Permafrost: Part 1, DNA Extraction Comparisons	MGNS-1	914286	6396	tundra biome	Permafrost	Soil	Amplicon	454	142.947
4473444.3	Human Microbiome Project (HMP)	SRR062468	3471905000	34719050	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473445.3	Human Microbiome Project (HMP)	SRR062469	3658404800	36584048	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473447.3	Human Microbiome Project (HMP)	SRR062471	214764000	2147640	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473448.3	Human Microbiome Project (HMP)	SRR062472	214017200	2140172	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473450.3	Human Microbiome Project (HMP)	SRR062474	4340273700	43402737	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473451.3	Human Microbiome Project (HMP)	SRR062475	4381665800	43816658	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473453.3	Human Microbiome Project (HMP)	SRR062477	1019595300	10195953	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473454.3	Human Microbiome Project (HMP)	SRR062478	1012459700	10124597	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473456.3	Human Microbiome Project (HMP)	SRR062481	464000300	4640003	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473459.3	Human Microbiome Project (HMP)	SRR062485	317513900	3175139	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473460.3	Human Microbiome Project (HMP)	SRR062486	1292663300	12926633	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473462.3	Human Microbiome Project (HMP)	SRR062488	3099989800	30999898	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473463.3	Human Microbiome Project (HMP)	SRR062489	462383400	4623834	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473465.3	Human Microbiome Project (HMP)	SRR062491	1673677100	16736771	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473466.3	Human Microbiome Project (HMP)	SRR062492	2213306700	22133067	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473468.3	Human Microbiome Project (HMP)	SRR062494	488235200	4882352	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473469.3	Human Microbiome Project (HMP)	SRR062495	3622933100	36229331	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473471.3	Human Microbiome Project (HMP)	SRR062497	486572500	4865725	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473472.3	Human Microbiome Project (HMP)	SRR062498	4015890900	40158909	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473474.3	Human Microbiome Project (HMP)	SRR062500	5240607200	52406072	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473475.3	Human Microbiome Project (HMP)	SRR062501	1571617300	15716173	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473477.3	Human Microbiome Project (HMP)	SRR062503	4232770200	42327702	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473478.3	Human Microbiome Project (HMP)	SRR062504	50694400	506944	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473480.3	Human Microbiome Project (HMP)	SRR062506	95259700	952597	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473481.3	Human Microbiome Project (HMP)	SRR062507	5596798500	55967985	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473483.3	Human Microbiome Project (HMP)	SRR062509	5240723400	52407234	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473484.3	Human Microbiome Project (HMP)	SRR062510	50795200	507952	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473486.3	Human Microbiome Project (HMP)	SRR062512	3439505600	34395056	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473487.3	Human Microbiome Project (HMP)	SRR062513	1403038300	14030383	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473489.3	Human Microbiome Project (HMP)	SRR062515	97142900	971429	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473490.3	Human Microbiome Project (HMP)	SRR062516	27524200	275242	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473492.3	Human Microbiome Project (HMP)	SRR062518	1578050900	15780509	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473493.3	Human Microbiome Project (HMP)	SRR062519	3330877600	33308776	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473495.3	Human Microbiome Project (HMP)	SRR062521	2484724000	24847240	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473496.3	Human Microbiome Project (HMP)	SRR062522	4405326500	44053265	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473498.3	Human Microbiome Project (HMP)	SRR062524	4612960800	46129608	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473499.3	Human Microbiome Project (HMP)	SRR062525	642044200	6420442	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473501.3	Human Microbiome Project (HMP)	SRR062527	6153818600	61538186	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473502.3	Human Microbiome Project (HMP)	SRR062528	3286040600	32860406	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473503.3	Human Microbiome Project (HMP)	SRR062529	4246874600	42468746	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473505.3	Human Microbiome Project (HMP)	SRR062531	17694500	176945	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473506.3	Human Microbiome Project (HMP)	SRR062532	192607500	1926075	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473508.3	Human Microbiome Project (HMP)	SRR062534	193260000	1932600	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473509.3	Human Microbiome Project (HMP)	SRR062535	59291000	592910	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473511.3	Human Microbiome Project (HMP)	SRR062537	60050100	600501	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473512.3	Human Microbiome Project (HMP)	SRR062538	1569484000	15694840	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473514.3	Human Microbiome Project (HMP)	SRR062540	4691949600	46919496	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473515.3	Human Microbiome Project (HMP)	SRR062541	4796840400	47968404	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473517.3	Human Microbiome Project (HMP)	SRR063460	734381700	7343817	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473518.3	Human Microbiome Project (HMP)	SRR063461	4101033100	41010331	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473520.3	Human Microbiome Project (HMP)	SRR063463	549726600	5497266	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473521.3	Human Microbiome Project (HMP)	SRR063464	101957600	1019576	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473523.3	Human Microbiome Project (HMP)	SRR063466	37891800	378918	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473524.3	Human Microbiome Project (HMP)	SRR063467	38061200	380612	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473526.3	Human Microbiome Project (HMP)	SRR063469	5712445800	57124458	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473541.3	Human Microbiome Project (HMP)	SRR063470	5862532400	58625324	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473542.3	Human Microbiome Project (HMP)	SRR063471	5832089300	58320893	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473544.3	Human Microbiome Project (HMP)	SRR063473	184348800	1843488	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473545.3	Human Microbiome Project (HMP)	SRR063474	1828971800	18289718	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473547.3	Human Microbiome Project (HMP)	SRR063476	1843071600	18430716	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473548.3	Human Microbiome Project (HMP)	SRR063477	605561200	6055612	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473550.3	Human Microbiome Project (HMP)	SRR063479	173625400	1736254	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473551.3	Human Microbiome Project (HMP)	SRR063480	3542635400	35426354	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473553.3	Human Microbiome Project (HMP)	SRR063482	655157600	6551576	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473554.3	Human Microbiome Project (HMP)	SRR063483	5633973800	56339738	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473556.3	Human Microbiome Project (HMP)	SRR063485	664132200	6641322	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473557.3	Human Microbiome Project (HMP)	SRR063486	379781200	3797812	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473559.3	Human Microbiome Project (HMP)	SRR063488	22113000	221130	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473560.3	Human Microbiome Project (HMP)	SRR063489	166988800	1669888	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473562.3	Human Microbiome Project (HMP)	SRR063491	78785700	787857	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473563.3	Human Microbiome Project (HMP)	SRR063492	22214700	222147	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473565.3	Human Microbiome Project (HMP)	SRR063494	356515300	3565153	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473566.3	Human Microbiome Project (HMP)	SRR063495	353330500	3533305	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473568.3	Human Microbiome Project (HMP)	SRR063497	4524448400	45244484	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473569.3	Human Microbiome Project (HMP)	SRR063498	146251200	1462512	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473571.3	Human Microbiome Project (HMP)	SRR063500	144846200	1448462	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473572.3	Human Microbiome Project (HMP)	SRR063501	247123200	2471232	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473574.3	Human Microbiome Project (HMP)	SRR063503	6470160900	64701609	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4473575.3	Human Microbiome Project (HMP)	SRR063504	6469418000	64694180	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4478929.3	Axel Heiberg Permafrost: Part 1, DNA Extraction Comparisons	PLN-3	1341555	9505	tundra biome	Permafrost	Soil	Amplicon	454	141.142
4473577.3	Human Microbiome Project (HMP)	SRR063506	3401263800	34012638	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473578.3	Human Microbiome Project (HMP)	SRR063507	3697103000	36971030	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4478928.3	Axel Heiberg Permafrost: Part 1, DNA Extraction Comparisons	PLN-2	1825566	13000	tundra biome	Permafrost	Soil	Amplicon	454	140.428
4473580.3	Human Microbiome Project (HMP)	SRR063509	2660965100	26609651	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473581.3	Human Microbiome Project (HMP)	SRR063510	2204024700	22040247	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4478927.3	Axel Heiberg Permafrost: Part 1, DNA Extraction Comparisons	PLN-1	848856	6020	tundra biome	Permafrost	Soil	Amplicon	454	141.006
4473583.3	Human Microbiome Project (HMP)	SRR063512	1879499000	18794990	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473584.3	Human Microbiome Project (HMP)	SRR063513	6583218800	65832188	terrestrial biome	human-associated habitat	feces	WGS	unknown	100.000
4478926.3	Axel Heiberg Permafrost: Part 1, DNA Extraction Comparisons	PSN-3	1577997	11220	tundra biome	Permafrost	Soil	Amplicon	454	140.641
4473586.3	Human Microbiome Project (HMP)	SRR063515	231410600	2314106	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473587.3	Human Microbiome Project (HMP)	SRR063516	235465800	2354658	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4478925.3	Axel Heiberg Permafrost: Part 1, DNA Extraction Comparisons	PSN-2	1596357	11317	tundra biome	Permafrost	Soil	Amplicon	454	141.058
4473589.3	Human Microbiome Project (HMP)	SRR063518	3242829800	32428298	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473590.3	Human Microbiome Project (HMP)	SRR063519	1072700700	10727007	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473592.3	Human Microbiome Project (HMP)	SRR063521	1081586500	10815865	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473593.3	Human Microbiome Project (HMP)	SRR063522	2888451100	28884511	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473595.3	Human Microbiome Project (HMP)	SRR063524	215514700	2155147	terrestrial biome	human-associated habitat	organic material	WGS	unknown	100.000
4473596.3	Human Microbiome Project (HMP)	SRR063525	239932900	2399329	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4478923.3	Axel Heiberg Permafrost: Part 1, DNA Extraction Comparisons	PSN-1	963015	6766	tundra biome	Permafrost	Soil	Amplicon	454	142.332
4473598.3	Human Microbiome Project (HMP)	SRR063527	1429721800	14297218	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4473599.3	Human Microbiome Project (HMP)	SRR063528	1427943200	14279432	terrestrial biome	human-associated habitat	mucus	WGS	unknown	100.000
4478922.3	Axel Heiberg Permafrost: Part 1, DNA Extraction Comparisons	FDSN-3	1449262	10309	tundra biome	Permafrost	Soil	Amplicon	454	140.582
